Family,12aHSDH%GENOME051950_684,12aHSDH%GENOME126416_2228,12aHSDH%GENOME136792_1072,12aHSDH%GENOME187328_883,12aHSDH%MBR5144004_1_SDR_family_oxidoreductase__Clostridia_bacterium_,12aHSDH%MEE0095826_1_SDR_family_oxidoreductase__Oscillospiraceae_bacterium_,12aHSDH%MFR3407498_1_SDR_family_NAD(P)-dependent_oxidoreductase__Christensenellales_bacterium_,12aHSDH%NCB62655_1_SDR_family_oxidoreductase__Clostridia_bacterium_,12aHSDH%WP_055231566_1_SDR_family_NAD(P)-dependent_oxidoreductase__Anaerostipes_hadrus_,12aHSDH%WP_160708750_1_SDR_family_NAD(P)-dependent_oxidoreductase__Enterorhabdus_sp__P55_,12aHSDH%WP_418471294_1_SDR_family_NAD(P)-dependent_oxidoreductase__Eggerthella_sp__,3aHSDH%3aHSDH%HJB56827_1_3-oxoacyl-ACP_reductase_FabG__Candidatus_Flavonifractor_intestinipullorum_,3aHSDH%3aHSDH%MBR6526164_1_3-oxoacyl-ACP_reductase_FabG__Clostridia_bacterium_,3aHSDH%3aHSDH%MCI8514525_1_3-oxoacyl-ACP_reductase_FabG__Lachnospiraceae_bacterium_,3aHSDH%3aHSDH%MCM1345206_1_3-oxoacyl-ACP_reductase_FabG__Muribaculaceae_bacterium_,3aHSDH%GENOME084674_3322,3aHSDH%MBQ9141038_1_SDR_family_oxidoreductase__Lachnospiraceae_bacterium_,3aHSDH%MCI6899085_1_SDR_family_oxidoreductase__Mycoplasmatota_bacterium_,3aHSDH%MCI7742844_1_SDR_family_oxidoreductase__Clostridiales_bacterium_,3aHSDH%MCI8339304_1_3-oxoacyl-ACP_reductase_FabG__Lachnospiraceae_bacterium_,3aHSDH%MCR4878926_1_SDR_family_NAD(P)-dependent_oxidoreductase__Bacteroidales_bacterium_,3aHSDH%MFR8251798_1_SDR_family_NAD(P)-dependent_oxidoreductase__Anaerovoracaceae_bacterium_,3aHSDH%WP_021919520_1_SDR_family_oxidoreductase__Evtepia_gabavorous_,3aHSDH%WP_034661165_1_SDR_family_oxidoreductase__Cellulomonas_sp__KRMCY2_,3aHSDH%WP_037602854_1_3-oxoacyl-ACP_reductase__Streptococcus_sp__oral_taxon_056_,3aHSDH%WP_044950032_1_SDR_family_NAD(P)-dependent_oxidoreductase__Mediterraneibacter_gnavus_,3aHSDH%WP_066586045_1_SDR_family_oxidoreductase__Cellulomonas_timonensis_,3aHSDH%WP_109137584_1_SDR_family_oxidoreductase__Bifidobacterium_catulorum_,3aHSDH%WP_117562420_1_SDR_family_NAD(P)-dependent_oxidoreductase__Enterocloster_aldenensis_,3aHSDH%WP_231385278_1_SDR_family_NAD(P)-dependent_oxidoreductase__Candidatus_Stoquefichus_massiliensis_,3aHSDH%WP_252528238_1_3-oxoacyl-ACP_reductase__Streptococcus_infantarius_,3aHSDH%WP_296966155_1_SDR_family_NAD(P)-dependent_oxidoreductase__uncultured_Mediterraneibacter_sp__,3aHSDH%WP_349134822_1_SDR_family_NAD(P)-dependent_oxidoreductase__Faecousia_intestinalis_,3aHSDH%WP_427737837_1_SDR_family_NAD(P)-dependent_oxidoreductase__Bariatricus_sp__SGI_154_,3bHSDH%GENOME124823_1686,3bHSDH%MBS6646402_1_glucose_1-dehydrogenase__Clostridiaceae_bacterium_,3bHSDH%MEY8522072_1_aldo_keto_reductase__Lachnospiraceae_bacterium_38-10_,3bHSDH%WP_100933575_1_SDR_family_NAD(P)-dependent_oxidoreductase___Clostridium__innocuum_,5AR%GENOME006039_2690,5AR%GENOME084343_2181,5AR%MBQ5678765_1_DUF1295_domain-containing_protein__Rikenellaceae_bacterium_,5AR%MCH5217706_1_DUF1295_domain-containing_protein__Muribaculaceae_bacterium_,5AR%MDE7159808_1_DUF1295_domain-containing_protein__Muribaculaceae_bacterium_,5AR%WP_346709278_1_DUF1295_domain-containing_protein__Phocaeicola_salanitronis_,5AR%WP_418203978_1_DUF1295_domain-containing_protein__Bacteroides_sp__,5BR%CAK7070565_1_MAG__NADPH_dehydrogenase__Parabacteroides_sp__,5BR%HIX74022_1_NADH_flavin_oxidoreductase__Candidatus_Parabacteroides_intestinipullorum_,5BR%MBO5195292_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,5BR%MBO7234306_1_NADH_flavin_oxidoreductase__Paludibacteraceae_bacterium_,5BR%MCQ2066925_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,5BR%MDD6582580_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,5BR%MEZ3591839_1_NADH_flavin_oxidoreductase__Muribaculaceae_bacterium_,5BR%MFO0559492_1_NADH_flavin_oxidoreductase__Polyangiales_bacterium_,5BR%WP_295936477_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,5BR%WP_300748828_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,5BR%WP_302380465_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,5BR%WP_394671717_1_NADH_flavin_oxidoreductase__Muribaculum_sp__,7aHSDH%EOW9602512_1_SDR_family_NAD(P)-dependent_oxidoreductase__Escherichia_coli_,7aHSDH%GENOME025100_397,7aHSDH%GENOME067790_2714,7aHSDH%GENOME122758_282,7aHSDH%GENOME125242_1669,7aHSDH%GENOME150027_3593,7aHSDH%HAY2965420_1_SDR_family_oxidoreductase__Escherichia_coli_,7aHSDH%HEX5818085_1_7-alpha-hydroxysteroid_dehydrogenase__Gemmatimonadales_bacterium_,7aHSDH%MEO8122524_1_7-alpha-hydroxysteroid_dehydrogenase__Burkholderiales_bacterium_,7aHSDH%WP_025075670_1_7alpha-hydroxysteroid_dehydrogenase__Bacteroides_faecichinchillae_,7aHSDH%WP_221221011_1_7-alpha-hydroxysteroid_dehydrogenase__Phenylobacterium_haematophilum_,7aHSDH%WP_262434703_1_7alpha-hydroxysteroid_dehydrogenase__Jilunia_laotingensis_,7bHSDH%GENOME075272_507,7bHSDH%WP_394860677_1_7beta-hydroxysteroid_dehydrogenase__Mediterraneibacter_gnavus_,BSH1%UPI0001B1C28E,BSH1%UPI00022FF9E1,BSH1%UPI0002624191,BSH1%UPI0002802AC4,BSH1%UPI00033F0DE9,BSH1%UPI0003A10C39,BSH1%UPI0004F8D610,BSH1%UPI0005DBBD01,BSH1%UPI00064A1F29,BSH1%UPI00070D1B8F,BSH1%UPI00076E9CCB,BSH1%UPI0007933BD5,BSH1%UPI00095C7CBB,BSH1%UPI000BD3EFD5,BSH1%UPI000FDE1EFA,BSH2%UPI000335FD2D,BSH2%UPI000396CDDF,BSH2%UPI0005D317A6,BSH2%UPI0005DCCFF2,BSH2%UPI0006C0EB58,BSH2%UPI0006C28698,BSH2%UPI0006C52F45,BSH2%UPI0006CAB5AD,BSH2%UPI0006CABE2C,BSH2%UPI000821232B,BSH2%UPI0008219BA0,BSH2%UPI000821B1D8,BSH2%UPI000960BD65,BSH2%UPI000965B48B,BSH2%UPI000966A84B,BSH2%UPI000D58F0CE,BSH2%UPI000D7AF0AB,BSH2%UPI000DC2EE55,BSH2%UPI000E53BC4B,BSH3%UPI000238BE2F,BSH3%UPI00033CE23D,BSH3%UPI0004DA32C0,BSH3%UPI00092A5378,BSH3%UPI0009648BEC,BSH3%UPI000C9D0DE6,BSH4%UPI0001653940,BSH4%UPI0001FAB233,BSH4%UPI000822CCAE,BSH4%UPI000E54B9B5,BaiA%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_861,BaiB%CosteaPI_2017__SID713A038-11-90-0__bin_26_fa_FGHNBBEK_00429__Bile_acid-coenzyme_A_ligase,BaiB%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3065,BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,BaiCD%SRR5580120_bin_52_JEIALLOE_00740__Metal_reductase,BaiE%FengQ_2015__SID531416__bin_49_fa_CEDOFBAM_00064__Bile_acid_7-alpha_dehydratase,BaiF%ERR688512_bin_36_KMFCMBJN_00514__Bile_acid-CoA_transferase,BaiF%LiJ_2014__MH0358__bin_56_fa_NPCPOAJM_00305__Bile_acid-CoA_transferase,BaiF%SRR5127813_bin_22_DKEDJIEF_00985__Bile_acid-CoA_transferase,BaiF%bai_cluster_17%midas_Proteocatella_sphenisci_59007%Proteocatella_sphenisci_59007|AUID01000012_911,BaiF%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_892,BaiG%MBR4017991_1_MFS_transporter__Clostridia_bacterium_,BaiH%MFR3389927_1_7-beta-dihydroxy-3-oxo-5-beta-cholanoyl-CoA_4-oxidoreductase_BaiH___Clostridium__scindens_,BaiH%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01962__NADH_oxidase,BaiH%bai_cluster_11%midas_Romboutsia_sp_25236%Romboutsia_sp_25236|FJTZ01000011_310,BaiH%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_836
3aHSDH%WP_066586045_1_SDR_family_oxidoreductase__Cellulomonas_timonensis_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3aHSDH%WP_109137584_1_SDR_family_oxidoreductase__Bifidobacterium_catulorum_,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aHSDH%WP_117562420_1_SDR_family_NAD(P)-dependent_oxidoreductase__Enterocloster_aldenensis_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3aHSDH%WP_231385278_1_SDR_family_NAD(P)-dependent_oxidoreductase__Candidatus_Stoquefichus_massiliensis_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aHSDH%WP_252528238_1_3-oxoacyl-ACP_reductase__Streptococcus_infantarius_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3aHSDH%WP_296966155_1_SDR_family_NAD(P)-dependent_oxidoreductase__uncultured_Mediterraneibacter_sp__,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3aHSDH%WP_349134822_1_SDR_family_NAD(P)-dependent_oxidoreductase__Faecousia_intestinalis_,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3aHSDH%WP_427737837_1_SDR_family_NAD(P)-dependent_oxidoreductase__Bariatricus_sp__SGI_154_,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3bHSDH%GENOME124823_1686,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3bHSDH%MBS6646402_1_glucose_1-dehydrogenase__Clostridiaceae_bacterium_,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3bHSDH%MEY8522072_1_aldo_keto_reductase__Lachnospiraceae_bacterium_38-10_,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
3bHSDH%WP_100933575_1_SDR_family_NAD(P)-dependent_oxidoreductase___Clostridium__innocuum_,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5AR%GENOME006039_2690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5AR%GENOME084343_2181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5AR%MBQ5678765_1_DUF1295_domain-containing_protein__Rikenellaceae_bacterium_,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5AR%MCH5217706_1_DUF1295_domain-containing_protein__Muribaculaceae_bacterium_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
